ID,HEIGHT,WEIGHT
1628398_2018,81,220
200768_2018,73,196
203124_2018,82,250
202681_2018,75,193
200746_2018,83,260
202362_2018,78,230
202498_2018,80,240
1629013_2018,77,188
204038_2018,74,200
1626204_2018,81,230
1628374_2018,84,240
2544_2018,80,250
1629022_2018,77,205
1628366_2018,78,190
203485_2018,77,189
101150_2018,73,175
201601_2018,80,230
1629029_2018,79,218
1628379_2018,77,206
1628436_2018,85,250
2736_2018,81,237
1627781_2018,78,205
1627763_2018,77,229
1626259_2018,79,210
1627736_2018,77,195
1628370_2018,75,200
202705_2018,77,200
201188_2018,85,255
101162_2018,83,240
201158_2018,77,210
1629094_2018,79,249
202694_2018,81,235
203935_2018,76,220
1626209_2018,80,225
1628365_2018,76,200
202693_2018,82,245
1627737_2018,82,240
1628963_2018,83,234
101107_2018,81,237
203486_2018,83,235
203521_2018,76,200
203090_2018,81,220
1628467_2018,83,240
1628982_2018,78,200
203086_2018,85,255
201563_2018,81,235
203487_2018,78,190
203077_2018,79,232
1628969_2018,79,210
201144_2018,73,175
203488_2018,83,240
203118_2018,80,237
1628970_2018,79,225
203101_2018,83,249
1628462_2018,77,196
1628249_2018,78,225
1629011_2018,85,240
1628964_2018,84,221
1628420_2018,75,175
1626149_2018,80,240
1629021_2018,83,245
1626167_2018,83,250
1628513_2018,76,218
202357_2018,82,234
2403_2018,83,250
203457_2018,83,220
201156_2018,79,210
201587_2018,80,200
203917_2018,78,205
203999_2018,84,250
202703_2018,82,250
202696_2018,84,260
203943_2018,81,250
1626181_2018,76,215
1628384_2018,80,232
1627855_2018,80,205
1629016_2018,81,245
201956_2018,81,225
203490_2018,80,198
200782_2018,78,245
1628408_2018,78,205
1627783_2018,81,230
1626192_2018,76,209
201976_2018,73,185
1627775_2018,79,185
202335_2018,81,230
201988_2018,72,180
2200_2018,84,250
202331_2018,81,220
200794_2018,80,246
203112_2018,79,240
202347_2018,79,230
1626188_2018,74,179
1626154_2018,77,185
200765_2018,73,186
203526_2018,73,179
1628959_2018,77,225
1629034_2018,82,215
101109_2018,73,205
203493_2018,79,205
202704_2018,75,208
1626158_2018,82,235
201937_2018,76,190
203496_2018,81,225
1629057_2018,82,240
201577_2018,84,275
1629066_2018,81,210
203918_2018,80,206
203585_2018,76,200
1627758_2018,76,220
1626178_2018,79,217
1626220_2018,78,226
200752_2018,80,230
203497_2018,85,245
201566_2018,75,200
201583_2018,82,240
1627853_2018,75,200
1629151_2018,79,215
1626257_2018,86,235
1626155_2018,81,230
203159_2018,73,205
1628400_2018,79,241
201586_2018,82,235
203552_2018,74,185
203894_2018,73,180
1628983_2018,78,181
1629003_2018,78,207
1627885_2018,76,190
2733_2018,79,192
202714_2018,75,203
1628414_2018,77,215
1627746_2018,83,235
203524_2018,79,225
203915_2018,78,210
1626169_2018,79,245
201939_2018,75,190
1628425_2018,78,232
203500_2018,84,265
1629004_2018,80,205
1628388_2018,82,225
204456_2018,74,190
203933_2018,80,215
1628769_2018,77,190
201959_2018,81,232
1627752_2018,80,220
1628390_2018,79,190
203093_2018,81,252
203082_2018,79,206
1626179_2018,73,190
200757_2018,79,220
201152_2018,80,221
1629033_2018,78,218
1628418_2018,83,248
1629118_2018,84,255
1627748_2018,85,221
204025_2018,73,170
203501_2018,78,205
1627789_2018,78,210
202699_2018,81,235
203107_2018,79,210
1628396_2018,82,248
2225_2018,74,185
203503_2018,79,213
1628470_2018,79,215
1629027_2018,74,180
1626203_2018,77,225
1628979_2018,74,189
2772_2018,80,215
203504_2018,73,175
1626168_2018,82,234
202684_2018,82,238
1628972_2018,79,215
1628505_2018,76,210
203584_2018,76,205
1627786_2018,79,218
1628463_2018,81,238
1629093_2018,82,266
1628416_2018,77,183
204020_2018,76,190
1628399_2018,82,225
1627755_2018,70,160
203092_2018,84,253
201936_2018,78,220
1627820_2018,77,198
2199_2018,85,240
1626145_2018,74,196
2617_2018,80,235
203506_2018,76,210
1713_2018,78,220
1629053_2018,80,225
1627735_2018,76,200
1627215_2018,75,180
201961_2018,77,200
1627782_2018,77,230
1628976_2018,82,255
1628411_2018,79,195
202325_2018,79,215
202083_2018,77,220
203115_2018,78,190
1626161_2018,84,240
1626195_2018,83,240
201163_2018,81,225
1628999_2018,80,240
1627812_2018,72,180
1629139_2018,81,205
1628380_2018,84,235
203897_2018,77,200
1629155_2018,76,180
2585_2018,83,270
1629015_2018,76,199
1627753_2018,85,210
203932_2019,80,235
1628988_2019,72,185
1627846_2019,77,225
1629690_2019,77,190
1629678_2019,77,241
201143_2019,81,240
202329_2019,80,220
202692_2019,78,214
1629346_2019,82,215
1627936_2019,77,186
203458_2019,84,250
1628035_2019,79,215
1628993_2019,79,212
203459_2019,77,212
1629019_2019,76,200
1628518_2019,81,222
1629599_2019,79,210
203083_2019,82,279
2738_2019,78,215
203460_2019,79,210
203952_2019,79,197
1629014_2019,75,181
1627790_2019,82,266
203076_2019,82,253
201229_2019,80,240
1628499_2019,77,195
1628394_2019,86,229
203382_2019,82,260
203085_2019,75,200
202340_2019,75,180
1629168_2019,79,200
1628389_2019,81,255
203463_2019,75,195
1627732_2019,82,240
202687_2019,80,255
201933_2019,81,250
1626246_2019,88,290
1626171_2019,82,250
203992_2019,78,220
202711_2019,80,226
1629626_2019,86,220
202954_2019,75,210
203078_2019,75,207
1629634_2019,80,215
1629164_2019,72,180
1627742_2019,79,190
202688_2019,74,182
1628968_2019,78,190
201572_2019,84,282
1628971_2019,76,202
203998_2019,81,218
1628981_2019,81,240
1627854_2019,74,205
1627741_2019,76,220
203468_2019,75,190
101139_2019,78,220
1628997_2019,77,205
1628403_2019,81,260
1629629_2019,80,218
1629661_2019,80,210
1626166_2019,73,183
1627747_2019,78,205
2546_2019,80,238
1629035_2019,71,200
1626224_2019,79,230
1628990_2019,79,210
202718_2019,81,230
1629718_2019,78,199
1626184_2019,74,185
1627767_2019,80,219
1629002_2019,81,225
1628449_2019,81,200
1629185_2019,71,175
1629598_2019,69,180
101108_2019,73,175
1629735_2019,80,234
1626174_2019,82,214
203991_2019,82,240
1629632_2019,76,195
1628998_2019,77,205
203469_2019,84,240
1629012_2019,73,190
201147_2019,81,188
202709_2019,75,200
201584_2019,77,215
1626245_2019,82,270
1626156_2019,76,193
201571_2019,71,183
1628391_2019,82,231
1629610_2019,77,230
1627745_2019,83,245
203081_2019,74,195
1627814_2019,77,210
1628422_2019,77,210
1629655_2019,82,234
1628464_2019,80,245
201568_2019,82,233
201980_2019,78,215
203957_2019,77,214
1627863_2019,78,220
203967_2019,82,225
1629647_2019,80,208
1629636_2019,73,192
1629133_2019,74,185
1628021_2019,77,219
202722_2019,82,225
1628368_2019,75,185
1629631_2019,79,225
1629001_2019,74,200
201599_2019,83,265
1627761_2019,77,210
201942_2019,78,220
201960_2019,78,215
1629731_2019,81,228
1629028_2019,83,250
1627749_2019,76,180
1626153_2019,77,185
203471_2019,73,172
1628372_2019,74,205
1627756_2019,76,220
1629126_2019,76,240
202324_2019,81,265
1627884_2019,78,210
201565_2019,74,200
1628476_2019,72,185
1628401_2019,76,190
1626164_2019,77,206
1628985_2019,77,215
1629719_2019,80,240
1628984_2019,73,195
1629608_2019,82,235
203473_2019,84,245
1628415_2019,79,225
203079_2019,75,210
1627734_2019,83,240
1628378_2019,73,215
1629743_2019,81,229
1628978_2019,76,203
1627827_2019,79,220
203926_2019,79,225
1627733_2019,84,249
203110_2019,78,230
1629234_2019,81,245
1629130_2019,79,215
1628605_2019,75,210
1628407_2019,78,221
2730_2019,82,265
203939_2019,82,240
1629058_2019,81,217
202734_2019,75,191
202334_2019,81,218
1628410_2019,76,196
203901_2019,75,195
1629059_2019,75,190
1626144_2019,75,200
202683_2019,82,250
202339_2019,73,214
201569_2019,75,215
1628450_2019,82,233
1629672_2019,78,255
101141_2019,81,235
203095_2019,79,205
202323_2019,78,220
1628402_2019,75,205
1626163_2019,84,240
1628412_2019,71,190
1628373_2019,76,200
1627832_2019,73,197
1627788_2019,79,202
1629216_2019,75,200
202066_2019,77,195
1629726_2019,77,215
1629109_2019,78,225
203914_2019,76,210
1627780_2019,75,195
1629018_2019,77,209
201588_2019,75,188
1627777_2019,79,230
203507_2019,83,242
203922_2019,78,222
1629048_2019,83,250
201609_2019,75,190
202330_2019,79,225
203476_2019,82,252
1629684_2019,78,236
1628960_2019,76,198
1628977_2019,77,202
203084_2019,80,225
1628385_2019,83,240
202355_2019,84,265
1627740_2019,82,240
101133_2019,83,262
1629649_2019,78,221
202697_2019,77,212
1629067_2019,80,180
1628392_2019,84,250
1629676_2019,80,230
202738_2019,69,185
202397_2019,72,175
1627826_2019,84,240
200826_2019,70,180
1629122_2019,76,203
200755_2019,75,200
2747_2019,78,220
1629630_2019,75,174
203960_2019,79,214
203210_2019,80,227
201580_2019,84,270
203953_2019,80,245
1628980_2019,76,210
203109_2019,78,235
1626143_2019,82,270
1627774_2019,80,209
1627751_2019,85,245
1628973_2019,73,190
1629665_2019,76,185
1629667_2019,82,205
2037_2019,77,200
1627750_2019,76,215
203516_2019,78,215
201935_2019,77,220
201949_2019,79,240
201162_2019,78,237
1629607_2019,70,175
1628991_2019,83,242
1629020_2019,81,214
1629714_2019,77,250
1628386_2019,83,243
1629633_2019,78,195
1627784_2019,81,220
1629750_2019,76,205
1629637_2019,83,220
1627759_2019,78,223
1629658_2019,80,216
1629669_2019,76,201
1628369_2019,80,210
201145_2019,80,235
201952_2019,75,195
203924_2019,80,210
1629725_2019,74,185
203087_2019,77,180
202951_2019,74,219
1626170_2019,76,198
1629010_2019,76,190
1628975_2019,73,200
202710_2019,79,230
201149_2019,83,232
1629147_2019,76,190
203925_2019,78,220
204060_2019,79,220
203954_2019,84,280
1628381_2019,81,235
203089_2019,81,219
1629723_2019,77,210
1628405_2019,80,230
1629140_2019,81,228
1628413_2019,80,225
202685_2019,83,265
1628371_2019,83,230
1628395_2019,80,216
1629648_2019,75,180
203903_2019,76,194
1629162_2019,71,185
203895_2019,77,179
1629673_2019,76,194
1627982_2019,72,180
1628404_2019,77,215
1628367_2019,80,207
203705_2019,73,160
1629006_2019,76,213
1629729_2019,76,214
1626196_2019,77,200
201950_2019,75,205
1629308_2019,78,209
1627823_2019,81,214
203944_2019,80,250
1626147_2019,77,231
203200_2019,78,180
1628382_2019,79,220
1629713_2019,79,190
1628383_2019,83,241
1629620_2019,73,195
1629625_2019,72,190
1626159_2019,78,222
203994_2019,84,290
1629752_2019,79,232
1629644_2019,80,215
1628443_2019,73,200
1626157_2019,83,248
202695_2019,79,225
1628966_2019,80,229
1629103_2019,77,230
1629640_2019,77,220
203482_2019,83,240
1626162_2019,79,203
202689_2019,72,184
1629134_2019,74,190
1629026_2019,78,210
203145_2019,76,195
203484_2019,77,204
1628987_2019,81,230
1628989_2019,79,190
1628995_2019,79,215
201567_2019,80,251
1629645_2019,76,203
1626172_2019,81,222
203920_2019,81,233
203114_2019,79,222
1629017_2019,75,210
1628961_2019,82,200
1627739_2019,75,205
204001_2019,87,240
1629065_2019,73,187
1629734_2019,82,216
203937_2019,81,230
1629657_2019,73,167
2594_2019,79,212
1628398_2019,80,221
200768_2019,72,196
203124_2019,81,250
202681_2019,74,195
200746_2019,83,250
202498_2019,80,225
1629013_2019,76,190
204038_2019,73,200
1626204_2019,79,245
1628374_2019,84,240
2544_2019,81,250
1629022_2019,77,204
1628366_2019,78,190
101150_2019,73,175
1629663_2019,79,205
201601_2019,80,230
1629652_2019,75,215
1629029_2019,79,230
1629677_2019,82,227
1628379_2019,77,206
1628436_2019,86,250
1627763_2019,77,229
1626259_2019,79,210
1627736_2019,76,187
1628370_2019,75,200
1629005_2019,75,190
201188_2019,83,255
201158_2019,77,220
202694_2019,80,218
203935_2019,75,220
1629621_2019,77,198
1626209_2019,80,220
1628365_2019,75,209
202693_2019,80,245
1629741_2019,78,201
1629716_2019,82,249
1627737_2019,81,240
1628963_2019,83,235
101107_2019,80,237
203486_2019,83,254
1629680_2019,77,201
1629760_2019,74,199
1629744_2019,76,190
203521_2019,75,200
203090_2019,79,220
1629622_2019,77,215
1628467_2019,82,240
1628982_2019,77,215
203086_2019,84,260
1629662_2019,81,250
203487_2019,77,190
1626187_2019,75,200
203077_2019,78,232
1629008_2019,82,218
1628969_2019,78,209
201144_2019,73,175
203488_2019,82,240
203118_2019,79,237
1628970_2019,78,225
1629011_2019,84,240
1629671_2019,77,206
1628964_2019,84,231
1628420_2019,74,183
1626149_2019,79,240
1629021_2019,83,245
1629650_2019,86,245
1628539_2019,75,184
1626167_2019,83,250
1629642_2019,77,220
1628513_2019,75,218
1629675_2019,81,264
202357_2019,82,234
203457_2019,82,220
1629651_2019,83,215
1629638_2019,77,205
201587_2019,81,230
1629740_2019,81,236
1628430_2019,74,190
203999_2019,84,284
202696_2019,83,260
203943_2019,82,257
1626181_2019,75,215
203658_2019,82,231
1628384_2019,79,232
1629016_2019,80,245
1629052_2019,79,210
203490_2019,80,198
200782_2019,77,245
1629023_2019,79,230
1628408_2019,78,205
1627783_2019,81,230
1626192_2019,77,209
201976_2019,73,180
1627775_2019,79,181
202335_2019,80,235
201988_2019,73,180
202331_2019,80,220
200794_2019,79,257
1628778_2019,78,210
1626188_2019,73,180
1629683_2019,75,205
1629628_2019,78,214
200765_2019,73,180
203526_2019,73,180
1629730_2019,75,209
203493_2019,78,205
202704_2019,75,208
1626158_2019,82,235
201937_2019,75,190
203496_2019,79,209
1629057_2019,80,237
201577_2019,84,281
1629066_2019,81,228
203918_2019,80,208
203585_2019,76,205
1629641_2019,76,216
1626178_2019,78,217
1626220_2019,76,226
200752_2019,80,250
203497_2019,85,258
1629060_2019,80,230
201566_2019,75,200
201583_2019,81,240
1627853_2019,75,195
1629151_2019,78,215
1629635_2019,80,230
1628400_2019,78,240
201586_2019,84,235
203552_2019,74,185
203894_2019,72,175
1628983_2019,77,180
1629003_2019,77,205
1629044_2019,72,175
1627885_2019,79,190
1628414_2019,76,215
1627746_2019,82,235
203524_2019,78,226
203915_2019,77,215
1626169_2019,78,242
1629742_2019,78,216
201939_2019,75,185
1628425_2019,77,219
203500_2019,83,265
1629004_2019,79,205
1628388_2019,82,222
204456_2019,73,190
203933_2019,80,220
1629605_2019,89,311
201959_2019,81,232
1629659_2019,76,234
1629745_2019,82,205
1627752_2019,79,218
1629611_2019,77,215
1629056_2019,76,201
1628390_2019,78,190
203082_2019,78,206
1626179_2019,73,190
200757_2019,78,215
201152_2019,80,235
203648_2019,78,219
1629033_2019,77,212
1628418_2019,82,248
1627748_2019,84,221
204025_2019,72,170
203501_2019,77,205
1627789_2019,79,220
202699_2019,80,226
203107_2019,79,210
1628396_2019,82,248
203503_2019,78,213
1628470_2019,79,221
1629027_2019,73,180
1629682_2019,70,175
1626203_2019,77,219
2772_2019,80,215
203504_2019,72,185
1626168_2019,81,234
202684_2019,81,254
1628972_2019,78,215
203584_2019,76,200
1629660_2019,77,195
1629076_2019,80,255
1629639_2019,77,195
204020_2019,75,186
203092_2019,83,250
1627820_2019,77,198
2199_2019,84,235
1626145_2019,72,196
2617_2019,80,235
1629724_2019,79,201
203506_2019,76,213
1713_2019,78,220
1629738_2019,84,235
1628427_2019,80,236
201961_2019,76,207
1628976_2019,81,270
1629117_2019,81,205
1628411_2019,78,195
202083_2019,76,220
203115_2019,77,181
1629739_2019,80,207
1626161_2019,84,240
1626195_2019,83,250
201163_2019,80,235
1627812_2019,72,178
1629139_2019,80,215
1628380_2019,83,250
203897_2019,78,200
1629668_2019,77,205
1629015_2019,75,205
1629627_2019,78,284
1629597_2019,77,220
203932_2020,80,235
1628988_2020,72,185
1630174_2020,77,215
1627846_2020,77,225
1629690_2020,76,190
201143_2020,81,240
202329_2020,80,220
202692_2020,78,214
1630197_2020,84,190
1629346_2020,82,215
1627936_2020,76,186
203458_2020,84,250
1628035_2020,79,215
1628993_2020,79,212
1628578_2020,82,230
1629599_2020,79,210
2760_2020,83,260
203083_2020,82,279
2738_2020,78,215
203460_2020,79,210
203952_2020,79,197
1629014_2020,75,181
203076_2020,82,253
1630162_2020,76,225
1630264_2020,79,230
1630237_2020,78,227
201229_2020,80,240
1628394_2020,85,229
1629717_2020,75,195
203382_2020,82,260
1630204_2020,75,190
203085_2020,76,200
202340_2020,75,180
1626253_2020,79,210
1628389_2020,81,255
203463_2020,75,195
1627732_2020,83,240
202687_2020,80,255
201933_2020,81,250
1626246_2020,88,290
1626171_2020,82,250
203992_2020,78,220
202711_2020,79,226
1629626_2020,86,220
202954_2020,75,210
203078_2020,75,207
1629634_2020,80,215
1629164_2020,72,180
1627742_2020,80,190
1628968_2020,78,190
1630271_2020,77,185
201572_2020,84,282
1628971_2020,76,202
203998_2020,81,218
1628981_2020,81,240
1627854_2020,74,205
1627741_2020,76,220
1629604_2020,78,200
203468_2020,75,190
1628997_2020,77,205
1629629_2020,80,218
1629244_2020,79,225
1629661_2020,80,210
1628419_2020,80,225
1626166_2020,73,183
1627747_2020,78,205
2546_2020,79,238
1629035_2020,71,200
1630199_2020,77,190
1630216_2020,73,185
1626224_2020,79,230
1628990_2020,78,210
1629718_2020,78,199
1626184_2020,74,185
1629002_2020,81,225
1628449_2020,81,200
1629185_2020,71,175
101108_2020,72,175
1629735_2020,80,234
1626174_2020,82,214
1629643_2020,78,229
203991_2020,82,240
1629632_2020,77,195
1628998_2020,77,205
203469_2020,83,240
1630175_2020,74,185
1629012_2020,73,190
202709_2020,75,200
1626245_2020,83,270
1626156_2020,76,193
201571_2020,71,183
1628391_2020,82,231
1629610_2020,77,230
1629751_2020,76,200
1627745_2020,83,245
203081_2020,74,195
1627814_2020,77,210
1628422_2020,77,210
1629655_2020,82,234
1630187_2020,80,240
1628464_2020,80,245
201568_2020,82,233
201980_2020,78,215
203957_2020,77,214
1627863_2020,78,220
203967_2020,82,225
1629647_2020,80,208
1629636_2020,73,192
203121_2020,78,225
1628021_2020,77,219
202722_2020,82,225
1628368_2020,75,185
1629631_2020,80,225
1629001_2020,74,200
201599_2020,83,265
1627761_2020,77,210
201942_2020,78,220
202326_2020,82,270
1629731_2020,81,228
1629028_2020,83,250
1629686_2020,80,190
1627749_2020,76,180
1626153_2020,77,185
1630166_2020,81,210
203471_2020,75,172
1628372_2020,74,205
1627756_2020,76,220
202324_2020,81,265
1627884_2020,77,210
201565_2020,74,200
1628401_2020,76,190
1630217_2020,77,215
1626164_2020,77,206
1629962_2020,74,183
1630170_2020,77,200
1629653_2020,74,185
1629719_2020,79,240
1628984_2020,73,195
203473_2020,84,245
1629712_2020,77,188
1628415_2020,79,225
1627734_2020,83,240
1628378_2020,73,215
1629743_2020,82,230
1628978_2020,76,203
1627827_2020,79,220
203926_2020,79,225
203110_2020,78,230
1629234_2020,81,245
1629130_2020,79,215
1628407_2020,78,221
2730_2020,82,265
203939_2020,82,240
1629685_2020,78,196
202734_2020,75,191
202334_2020,81,218
1628410_2020,76,196
203901_2020,75,195
1629091_2020,77,210
1630190_2020,77,215
202683_2020,82,250
202339_2020,73,214
201569_2020,75,215
1629672_2020,78,255
101141_2020,81,235
203095_2020,79,205
1630267_2020,70,195
1628402_2020,75,205
1626163_2020,84,240
1628412_2020,71,190
1628373_2020,76,200
1627832_2020,73,197
1630273_2020,81,245
1627788_2020,79,202
1629216_2020,75,200
1630466_2020,78,231
202066_2020,77,195
1629726_2020,77,215
1629109_2020,78,225
203914_2020,76,210
1627780_2020,75,195
1629018_2020,77,209
201588_2020,76,188
1627777_2020,79,230
203507_2020,83,242
203922_2020,78,222
1629048_2020,83,250
201609_2020,75,190
202330_2020,79,225
203476_2020,82,252
1630203_2020,74,190
1629684_2020,78,236
1628960_2020,76,198
204222_2020,80,210
1628977_2020,77,202
203084_2020,80,225
1628385_2020,83,240
202355_2020,84,265
1627740_2020,82,240
1629649_2020,78,221
202697_2020,77,212
1630193_2020,75,190
1629067_2020,80,180
1630171_2020,77,225
1628392_2020,84,250
1630198_2020,76,165
1629676_2020,80,230
1630191_2020,80,250
202738_2020,69,185
202397_2020,72,175
1627826_2020,84,240
200755_2020,75,200
1629630_2020,75,174
203960_2020,79,214
203210_2020,80,227
201580_2020,84,270
203953_2020,80,245
1630183_2020,81,185
203109_2020,78,235
1630256_2020,76,230
1626143_2020,82,270
1630186_2020,75,190
1627774_2020,80,209
1627751_2020,85,245
1628973_2020,73,190
1630223_2020,77,195
1629665_2020,76,185
1629667_2020,81,205
1630188_2020,82,215
1627750_2020,75,215
203516_2020,78,215
201935_2020,77,220
201949_2020,79,240
203263_2020,79,205
1630164_2020,84,240
201162_2020,78,237
1629607_2020,70,175
1628991_2020,83,242
1629020_2020,81,214
1629714_2020,77,250
1628386_2020,83,243
1629633_2020,78,195
1629750_2020,76,205
1629637_2020,83,220
1630206_2020,77,220
1629121_2020,72,225
1627759_2020,78,223
1629658_2020,80,216
1629669_2020,76,201
1628369_2020,80,210
201145_2020,80,235
201952_2020,75,195
203924_2020,80,210
1629725_2020,74,185
203087_2020,77,180
1629010_2020,76,190
1628975_2020,73,200
202710_2020,79,230
203925_2020,78,220
204060_2020,80,220
203954_2020,84,280
1628381_2020,81,235
1629723_2020,77,210
202322_2020,75,210
202685_2020,83,265
1629007_2020,83,240
1628395_2020,80,216
1629648_2020,74,180
203903_2020,76,194
1629162_2020,71,185
1629670_2020,80,225
1629673_2020,76,194
1630182_2020,77,200
1630221_2020,81,190
1628404_2020,77,215
1628367_2020,80,207
1629006_2020,76,213
1626196_2020,77,200
201950_2020,75,205
1629308_2020,78,209
1627823_2020,81,214
203944_2020,80,250
203200_2020,78,180
1628382_2020,80,220
1629713_2020,79,190
1628383_2020,83,241
1629620_2020,73,195
1626159_2020,78,222
203994_2020,83,290
1629752_2020,79,232
1630231_2020,78,215
1629644_2020,80,215
1630211_2020,75,190
1626157_2020,83,248
202695_2020,79,225
1628966_2020,80,229
1629103_2020,77,230
1629640_2020,77,220
1629833_2020,76,200
203482_2020,83,240
1626162_2020,79,203
202689_2020,72,184
1629134_2020,74,190
1629026_2020,78,210
203145_2020,76,195
203484_2020,77,204
201142_2020,82,240
1628989_2020,79,190
1628995_2020,79,215
201567_2020,80,251
1629645_2020,76,203
1626172_2020,81,222
203920_2020,81,233
203114_2020,79,222
1629017_2020,75,210
1630165_2020,77,195
1629681_2020,81,220
1630184_2020,73,170
1628961_2020,82,200
1627739_2020,75,205
204001_2020,87,240
203937_2020,81,230
1629657_2020,73,167
1628398_2020,82,221
200768_2020,72,196
202681_2020,74,195
200746_2020,83,250
1630163_2020,78,180
1630205_2020,78,230
1629013_2020,76,190
204038_2020,73,200
1626204_2020,79,245
1628374_2020,84,240
2544_2020,81,250
1629022_2020,76,204
1628366_2020,78,190
101150_2020,73,175
1629663_2020,79,205
1629652_2020,75,215
1629029_2020,79,230
1629677_2020,82,227
1628379_2020,77,206
1628436_2020,86,250
1630201_2020,73,175
1627763_2020,77,229
1627736_2020,76,187
1630238_2020,80,230
1628370_2020,75,200
1629603_2020,81,228
201188_2020,83,255
202694_2020,80,218
203935_2020,75,220
1628365_2020,75,209
202693_2020,81,245
1630210_2020,70,175
1629716_2020,82,249
1627737_2020,81,240
1628963_2020,83,235
1630222_2020,76,200
203486_2020,83,254
1629680_2020,77,201
1629744_2020,76,190
203521_2020,75,200
203090_2020,79,220
1629622_2020,77,215
1628467_2020,82,240
203086_2020,84,260
1629662_2020,81,250
203487_2020,77,190
1629008_2020,82,218
1628969_2020,78,209
201144_2020,73,175
1628455_2020,73,175
203488_2020,82,240
203118_2020,79,237
1628970_2020,78,225
1629011_2020,84,240
1629671_2020,77,206
1628964_2020,84,231
1628420_2020,74,183
1626149_2020,79,240
1629021_2020,83,245
1629650_2020,86,245
1628539_2020,75,184
1626167_2020,83,250
1630230_2020,79,220
1629642_2020,77,220
1630268_2020,78,200
1630207_2020,77,210
1630233_2020,82,253
1629675_2020,81,264
202357_2020,82,234
203457_2020,83,220
1629651_2020,83,215
1630208_2020,84,245
1629638_2020,78,205
1630185_2020,74,190
201587_2020,80,230
1629740_2020,81,236
203999_2020,83,284
202696_2020,83,260
203943_2020,82,257
1626181_2020,75,215
203658_2020,82,231
1628384_2020,79,232
1630167_2020,81,220
1630168_2020,80,235
1629052_2020,79,210
203490_2020,80,198
200782_2020,77,245
1629023_2020,79,230
1628408_2020,78,205
1627783_2020,81,230
1626192_2020,77,209
201976_2020,73,180
1627775_2020,79,181
202335_2020,80,235
1630172_2020,79,215
201988_2020,73,180
202331_2020,80,220
200794_2020,79,257
1630194_2020,81,210
1628778_2020,78,210
1630202_2020,73,195
1630173_2020,80,225
1626188_2020,73,180
1629683_2020,75,205
1630181_2020,76,175
1629628_2020,78,214
200765_2020,73,180
203526_2020,73,180
1629034_2020,81,225
1629730_2020,75,209
203493_2020,78,205
202704_2020,74,208
1629617_2020,80,250
1626158_2020,82,235
201937_2020,75,190
203496_2020,79,209
1629606_2020,79,225
1629057_2020,80,237
1630218_2020,78,235
201577_2020,84,281
1629066_2020,81,228
203918_2020,80,208
203585_2020,76,205
1629641_2020,76,216
1626178_2020,78,217
1626220_2020,76,226
200752_2020,80,250
203497_2020,85,258
1629060_2020,80,230
201566_2020,75,200
1627853_2020,75,195
1630240_2020,74,183
1630180_2020,79,215
1630241_2020,76,205
1630253_2020,78,195
1629635_2020,80,230
1628400_2020,78,240
201586_2020,82,235
203552_2020,74,185
1628983_2020,78,180
1629003_2020,77,205
1627885_2020,79,190
1628414_2020,76,215
1630219_2020,76,205
203524_2020,78,226
203915_2020,77,215
1626169_2020,78,242
201939_2020,75,185
1628425_2020,77,219
203500_2020,83,265
1629004_2020,79,205
1628388_2020,82,222
204456_2020,73,190
203933_2020,80,220
1629605_2020,89,311
201959_2020,81,232
1629659_2020,76,234
1627752_2020,79,218
1629611_2020,77,215
1629056_2020,76,201
1628390_2020,78,190
203082_2020,78,206
1626179_2020,73,190
201152_2020,80,235
203648_2020,78,219
1630177_2020,76,175
1629033_2020,77,212
1628418_2020,82,248
1627748_2020,84,221
204025_2020,72,170
203501_2020,77,205
1627789_2020,79,220
202699_2020,80,226
203107_2020,79,210
1628396_2020,82,248
203503_2020,78,213
1628470_2020,79,221
1629027_2020,73,180
1630200_2020,73,185
1629682_2020,70,175
1630235_2020,76,210
2772_2020,80,215
203504_2020,72,185
1626168_2020,81,234
202684_2020,81,254
1628972_2020,78,215
1629660_2020,77,195
1630234_2020,75,195
1630189_2020,79,215
1629076_2020,80,255
1629639_2020,77,195
204020_2020,75,186
1630179_2020,74,160
1630169_2020,77,185
1630178_2020,74,200
1626145_2020,72,196
1628962_2020,82,280
2617_2020,80,235
1630176_2020,81,270
203506_2020,76,213
1629738_2020,84,235
1628427_2020,80,236
201961_2020,76,207
1628976_2020,82,270
1629117_2020,81,205
1628411_2020,78,195
202083_2020,76,220
203115_2020,78,181
1630266_2020,82,234
1626161_2020,84,240
1626195_2020,83,250
1630214_2020,80,245
1627812_2020,72,178
1629139_2020,81,215
203897_2020,77,200
1630192_2020,81,240
1629627_2020,79,284
203932_2021,80,235
1630565_2021,77,210
1628988_2021,72,185
1630174_2021,77,215
1630598_2021,76,190
1627846_2021,77,225
1630278_2021,77,200
1629678_2021,77,241
1629958_2021,74,174
201143_2021,81,240
202692_2021,78,214
1630758_2021,80,220
1630197_2021,84,190
1627936_2021,77,186
203458_2021,84,250
1628035_2021,79,215
1628993_2021,80,212
1630578_2021,82,243
1629599_2021,79,210
203083_2021,82,279
2738_2021,78,215
203952_2021,79,197
1629014_2021,75,181
203076_2021,82,253
1630162_2021,76,225
1630264_2021,79,230
1630237_2021,78,227
1629717_2021,75,195
1629083_2021,82,209
1630559_2021,77,197
203085_2021,76,200
202340_2021,75,180
1630245_2021,76,200
1629168_2021,78,200
1628389_2021,81,255
203463_2021,75,195
